pid,cntry,year,w1,age,female,edu4,cosmo,util,comm,lib,pos,neg,unemp,growth,bailout
40329,SK,2005,0.7679,30,0,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40330,SK,2005,1.0522,51,0,le15,1,0,0,0,1,0,16.26000023,6.623462407,0
40331,SK,2005,0.7565,29,0,studying,0.666667,0.333333,0,0,1,0,16.26000023,6.623462407,0
40332,SK,2005,1.1006,54,1,e16_19,0,0,1,0,0,1,16.26000023,6.623462407,0
40333,SK,2005,1.6014,79,0,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40334,SK,2005,0.8658,38,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40335,SK,2005,1.5776,78,0,e20plus,0.6,0,0.4,0,0.6,0.4,16.26000023,6.623462407,0
40336,SK,2005,1.4636,73,1,e16_19,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40337,SK,2005,1.0211,49,0,le15,0.25,0,0.5,0.25,0.25,0.75,16.26000023,6.623462407,0
40338,SK,2005,1.0681,52,1,e16_19,0.666667,0.333333,0,0,1,0,16.26000023,6.623462407,0
40339,SK,2005,1.0365,50,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40340,SK,2005,0.9193,42,1,e20plus,0,0,0,0,0,0,16.26000023,6.623462407,0
40341,SK,2005,0.8529,37,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40342,SK,2005,1.3376,67,0,e16_19,0,0,0,0,0,0,16.26000023,6.623462407,0
40343,SK,2005,0.8529,37,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40344,SK,2005,0.9909,47,0,e20plus,0,1,0,0,1,0,16.26000023,6.623462407,0
40345,SK,2005,1.2043,60,1,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40346,SK,2005,0.8789,39,0,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40347,SK,2005,0.8154,34,0,e16_19,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40348,SK,2005,1.2597,63,0,e20plus,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40349,SK,2005,0.7679,30,0,e16_19,0.8,0,0.2,0,0.8,0.2,16.26000023,6.623462407,0
40350,SK,2005,1.1864,59,0,e20plus,0,0,0,0,0,0,16.26000023,6.623462407,0
40351,SK,2005,1.0059,48,1,e16_19,0,0.666667,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40352,SK,2005,1.1687,58,1,e16_19,0,0.2,0.8,0,0.2,0.8,16.26000023,6.623462407,0
40353,SK,2005,1.4418,72,0,e16_19,0.6,0,0.2,0.2,0.6,0.4,16.26000023,6.623462407,0
40354,SK,2005,1.2981,65,1,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40355,SK,2005,0.9193,42,0,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40356,SK,2005,0.6511,19,0,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40357,SK,2005,0.6224,16,1,e16_19,0.75,0,0.25,0,0.75,0.25,16.26000023,6.623462407,0
40358,SK,2005,1.0059,48,1,studying,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40359,SK,2005,0.7341,27,1,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40360,SK,2005,0.6709,21,0,e20plus,0.8,0.2,0,0,1,0,16.26000023,6.623462407,0
40361,SK,2005,0.8922,40,1,le15,0,0,1,0,0,1,16.26000023,6.623462407,0
40362,SK,2005,1.1006,54,0,le15,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40363,SK,2005,1.3376,67,1,e20plus,0.666667,0.333333,0,0,1,0,16.26000023,6.623462407,0
40364,SK,2005,0.9193,42,1,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40365,SK,2005,1.241,62,0,e16_19,0.75,0.25,0,0,1,0,16.26000023,6.623462407,0
40366,SK,2005,1.0681,52,1,e20plus,0,0,1,0,0,1,16.26000023,6.623462407,0
40367,SK,2005,1.1173,55,0,e16_19,0.75,0.25,0,0,1,0,16.26000023,6.623462407,0
40368,SK,2005,0.7795,31,1,e16_19,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40369,SK,2005,0.8658,38,0,e16_19,0,0,1,0,0,1,16.26000023,6.623462407,0
40370,SK,2005,1.1687,58,0,le15,0.666667,0.333333,0,0,1,0,16.26000023,6.623462407,0
40371,SK,2005,1.1006,54,1,e20plus,0,1,0,0,1,0,16.26000023,6.623462407,0
40372,SK,2005,1.0211,49,1,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40373,SK,2005,0.7913,32,0,studying,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40374,SK,2005,0.8032,33,1,e16_19,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40375,SK,2005,0.6224,16,1,studying,0,0.333333,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40376,SK,2005,0.8529,37,1,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40377,SK,2005,0.6318,17,1,e16_19,0.25,0,0.75,0,0.25,0.75,16.26000023,6.623462407,0
40378,SK,2005,0.7913,32,1,e20plus,0.75,0.25,0,0,1,0,16.26000023,6.623462407,0
40379,SK,2005,1.0842,53,0,e20plus,0,0.666667,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40380,SK,2005,0.8922,40,1,e20plus,0.333333,0.333333,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40381,SK,2005,1.3376,67,0,le15,1,0,0,0,1,0,16.26000023,6.623462407,0
40382,SK,2005,0.9762,46,0,studying,0.666667,0,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40383,SK,2005,1.2787,64,0,le15,0,0,0,0,0,0,16.26000023,6.623462407,0
40384,SK,2005,1.0059,48,0,le15,0,0,1,0,0,1,16.26000023,6.623462407,0
40385,SK,2005,0.8529,37,1,le15,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40386,SK,2005,1.4418,72,1,e20plus,0.2,0.4,0.4,0,0.6,0.4,16.26000023,6.623462407,0
40387,SK,2005,1.0842,53,1,e16_19,0,0.5,0.25,0.25,0.5,0.5,16.26000023,6.623462407,0
40388,SK,2005,0.7018,24,1,le15,0.75,0.25,0,0,1,0,16.26000023,6.623462407,0
40389,SK,2005,1.2043,60,1,e16_19,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40390,SK,2005,0.9193,42,0,e16_19,0.333333,0.333333,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40391,SK,2005,0.7452,28,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40392,SK,2005,0.8277,35,1,le15,0,0,1,0,0,1,16.26000023,6.623462407,0
40393,SK,2005,0.8922,40,1,e16_19,0.75,0,0.25,0,0.75,0.25,16.26000023,6.623462407,0
40394,SK,2005,0.6709,21,1,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40395,SK,2005,1.0681,52,1,le15,1,0,0,0,1,0,16.26000023,6.623462407,0
40396,SK,2005,1.0059,48,0,e20plus,0.6,0,0.4,0,0.6,0.4,16.26000023,6.623462407,0
40397,SK,2005,1.5081,75,1,e16_19,0.8,0,0.2,0,0.8,0.2,16.26000023,6.623462407,0
40398,SK,2005,0.8789,39,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40399,SK,2005,1.1513,57,1,e20plus,0,0,0,0,0,0,16.26000023,6.623462407,0
40400,SK,2005,0.8922,40,1,studying,1,0,0,0,1,0,16.26000023,6.623462407,0
40401,SK,2005,1.2597,63,1,le15,0.5,0,0.5,0,0.5,0.5,16.26000023,6.623462407,0
40402,SK,2005,0.7124,25,1,studying,1,0,0,0,1,0,16.26000023,6.623462407,0
40403,SK,2005,0.9193,42,1,e20plus,0.8,0,0.2,0,0.8,0.2,16.26000023,6.623462407,0
40404,SK,2005,0.8154,34,1,e20plus,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40405,SK,2005,1.1341,56,0,studying,0.75,0,0.25,0,0.75,0.25,16.26000023,6.623462407,0
40406,SK,2005,0.9056,41,1,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40407,SK,2005,1.0522,51,0,e16_19,0.333333,0.666667,0,0,1,0,16.26000023,6.623462407,0
40408,SK,2005,1.1864,59,1,studying,0.333333,0,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40409,SK,2005,0.9056,41,0,studying,1,0,0,0,1,0,16.26000023,6.623462407,0
40410,SK,2005,0.9193,42,0,e16_19,0.333333,0.666667,0,0,1,0,16.26000023,6.623462407,0
40411,SK,2005,1.2597,63,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40412,SK,2005,0.8277,35,1,e20plus,0.571429,0.285714,0.142857,0,0.857143,0.142857,16.26000023,6.623462407,0
40413,SK,2005,1.1864,59,0,le15,1,0,0,0,1,0,16.26000023,6.623462407,0
40414,SK,2005,0.8032,33,1,e16_19,1,0,0,0,1,0,16.26000023,6.623462407,0
40415,SK,2005,0.9056,41,0,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40416,SK,2005,0.8529,37,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40417,SK,2005,1.4203,71,0,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40418,SK,2005,1.0211,49,0,e16_19,0.5,0.5,0,0,1,0,16.26000023,6.623462407,0
40419,SK,2005,1.0365,50,0,le15,0,0.333333,0.666667,0,0.333333,0.666667,16.26000023,6.623462407,0
40420,SK,2005,1.1341,56,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,16.26000023,6.623462407,0
40421,SK,2005,0.9616,45,0,e20plus,1,0,0,0,1,0,16.26000023,6.623462407,0
40422,SK,2006,1.1005,55,0,e16_19,0.75,0,0.25,0,0.75,0.25,13.36999989,8.49317632,0
40423,SK,2006,1.1862,60,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40424,SK,2006,1.052,52,1,le15,1,0,0,0,1,0,13.36999989,8.49317632,0
40425,SK,2006,0.9055,42,1,le15,0,0.5,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40426,SK,2006,0.8276,36,1,e16_19,0.333333,0.333333,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40427,SK,2006,0.7231,27,1,studying,1,0,0,0,1,0,13.36999989,8.49317632,0
40428,SK,2006,0.6608,21,1,e16_19,0.333333,0.666667,0,0,1,0,13.36999989,8.49317632,0
40429,SK,2006,0.7563,30,0,e20plus,0,0.5,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40430,SK,2006,0.8031,34,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40431,SK,2006,0.7563,30,0,e16_19,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40432,SK,2006,1.1171,56,0,e16_19,0,0,1,0,0,1,13.36999989,8.49317632,0
40433,SK,2006,1.1862,60,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40434,SK,2006,0.6708,22,1,e16_19,0,0,1,0,0,1,13.36999989,8.49317632,0
40435,SK,2006,1.0841,54,1,e20plus,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40436,SK,2006,1.0209,50,0,e16_19,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40437,SK,2006,1.0209,50,0,e16_19,0.4,0.2,0,0.4,0.6,0.4,13.36999989,8.49317632,0
40438,SK,2006,0.8657,39,1,e20plus,0.833333,0,0.166667,0,0.833333,0.166667,13.36999989,8.49317632,0
40439,SK,2006,0.8276,36,1,e16_19,0,0.25,0.75,0,0.25,0.75,13.36999989,8.49317632,0
40440,SK,2006,0.6809,23,1,e20plus,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40441,SK,2006,2.0662,97,1,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40442,SK,2006,1.2408,63,0,e20plus,0.25,0.25,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40443,SK,2006,1.134,57,1,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40444,SK,2006,0.8152,35,0,le15,0,1,0,0,1,0,13.36999989,8.49317632,0
40445,SK,2006,0.8528,38,1,e20plus,0,0.333333,0.333333,0.333333,0.333333,0.666667,13.36999989,8.49317632,0
40446,SK,2006,1.1862,60,1,e20plus,0.8,0,0.2,0,0.8,0.2,13.36999989,8.49317632,0
40447,SK,2006,1.2041,61,1,studying,0.75,0,0.25,0,0.75,0.25,13.36999989,8.49317632,0
40448,SK,2006,0.651,20,1,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40449,SK,2006,1.6499,82,0,e16_19,0,0,0,0,0,0,13.36999989,8.49317632,0
40450,SK,2006,0.6809,23,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40451,SK,2006,1.1862,60,1,studying,0.333333,0.333333,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40452,SK,2006,0.8787,40,0,e16_19,1,0,0,0,1,0,13.36999989,8.49317632,0
40453,SK,2006,0.9615,46,1,e16_19,0.25,0,0.5,0.25,0.25,0.75,13.36999989,8.49317632,0
40454,SK,2006,1.2223,62,1,e20plus,0.8,0,0.2,0,0.8,0.2,13.36999989,8.49317632,0
40455,SK,2006,1.0841,54,1,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40456,SK,2006,0.6223,17,1,e16_19,0.2,0,0.8,0,0.2,0.8,13.36999989,8.49317632,0
40457,SK,2006,0.7563,30,1,e16_19,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40458,SK,2006,1.2785,65,1,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40459,SK,2006,1.2223,62,0,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40460,SK,2006,1.2979,66,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40461,SK,2006,1.8884,91,0,e20plus,0,1,0,0,1,0,13.36999989,8.49317632,0
40462,SK,2006,0.8401,37,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40463,SK,2006,1.134,57,0,e16_19,0,0,1,0,0,1,13.36999989,8.49317632,0
40464,SK,2006,0.8401,37,1,e20plus,0.75,0,0.25,0,0.75,0.25,13.36999989,8.49317632,0
40465,SK,2006,0.7794,32,1,e16_19,0,0.5,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40466,SK,2006,1.7259,85,0,e16_19,1,0,0,0,1,0,13.36999989,8.49317632,0
40467,SK,2006,0.7451,29,1,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40468,SK,2006,0.9331,44,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40469,SK,2006,0.734,28,1,e16_19,0.333333,0.666667,0,0,1,0,13.36999989,8.49317632,0
40470,SK,2006,0.7451,29,1,e16_19,0,0.333333,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40471,SK,2006,0.7563,30,0,le15,0.75,0.25,0,0,1,0,13.36999989,8.49317632,0
40472,SK,2006,1.5538,78,0,e16_19,0,0,0,0,0,0,13.36999989,8.49317632,0
40473,SK,2006,0.9615,46,1,le15,0.666667,0.333333,0,0,1,0,13.36999989,8.49317632,0
40474,SK,2006,0.8401,37,1,le15,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40475,SK,2006,0.8031,34,1,e20plus,0.8,0.2,0,0,1,0,13.36999989,8.49317632,0
40476,SK,2006,0.8528,38,1,e16_19,0.333333,0.333333,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40477,SK,2006,0.7563,30,0,studying,1,0,0,0,1,0,13.36999989,8.49317632,0
40478,SK,2006,1.3374,68,1,e20plus,0.8,0,0.2,0,0.8,0.2,13.36999989,8.49317632,0
40479,SK,2006,0.976,47,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40480,SK,2006,1.0057,49,1,e20plus,0.8,0.2,0,0,1,0,13.36999989,8.49317632,0
40481,SK,2006,0.8787,40,1,e20plus,0,1,0,0,1,0,13.36999989,8.49317632,0
40482,SK,2006,1.134,57,1,e20plus,0.833333,0,0.166667,0,0.833333,0.166667,13.36999989,8.49317632,0
40483,SK,2006,0.8152,35,1,le15,0,0.333333,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40484,SK,2006,0.9908,48,0,le15,0.428571,0.285714,0.285714,0,0.714286,0.285714,13.36999989,8.49317632,0
40485,SK,2006,0.6912,24,0,le15,1,0,0,0,1,0,13.36999989,8.49317632,0
40486,SK,2006,0.7911,33,0,e16_19,0,0,0,0,0,0,13.36999989,8.49317632,0
40487,SK,2006,1.4855,75,1,studying,0,0,0,0,0,0,13.36999989,8.49317632,0
40488,SK,2006,0.8528,38,0,studying,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40489,SK,2006,0.7911,33,0,e16_19,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40490,SK,2006,1.1862,60,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40491,SK,2006,1.0057,49,1,e16_19,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40492,SK,2006,1.134,57,1,e16_19,0,0,1,0,0,1,13.36999989,8.49317632,0
40493,SK,2006,0.8657,39,0,e16_19,0.5,0,0,0.5,0.5,0.5,13.36999989,8.49317632,0
40494,SK,2006,1.1862,60,0,le15,0,0,0.333333,0.666667,0,1,13.36999989,8.49317632,0
40495,SK,2006,0.892,41,1,e16_19,1,0,0,0,1,0,13.36999989,8.49317632,0
40496,SK,2006,1.1005,55,0,le15,1,0,0,0,1,0,13.36999989,8.49317632,0
40497,SK,2006,0.8152,35,1,e16_19,0.4,0.4,0.2,0,0.8,0.2,13.36999989,8.49317632,0
40498,SK,2006,0.7563,30,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40499,SK,2006,0.8787,40,0,e16_19,0,0.25,0.75,0,0.25,0.75,13.36999989,8.49317632,0
40500,SK,2006,0.6608,21,0,e16_19,0.333333,0.333333,0,0.333333,0.666667,0.333333,13.36999989,8.49317632,0
40501,SK,2006,0.8276,36,1,e16_19,1,0,0,0,1,0,13.36999989,8.49317632,0
40502,SK,2006,1.2041,61,0,le15,0,0.666667,0,0.333333,0.666667,0.333333,13.36999989,8.49317632,0
40503,SK,2006,0.734,28,1,e16_19,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40504,SK,2006,1.8884,91,1,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40505,SK,2006,0.7123,26,0,le15,0,0,1,0,0,1,13.36999989,8.49317632,0
40506,SK,2006,0.8152,35,1,e20plus,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40507,SK,2006,0.9055,42,1,e16_19,1,0,0,0,1,0,13.36999989,8.49317632,0
40508,SK,2006,0.9055,42,1,e20plus,0.6,0.2,0.2,0,0.8,0.2,13.36999989,8.49317632,0
40509,SK,2006,0.8528,38,1,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40510,SK,2006,1.2408,63,1,le15,0,0,0,0,0,0,13.36999989,8.49317632,0
40511,SK,2006,1.7259,85,1,e20plus,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40512,SK,2006,0.9331,44,1,e16_19,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40513,SK,2006,0.8657,39,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40514,SK,2006,0.892,41,1,e20plus,0,0,0,0,0,0,13.36999989,8.49317632,0
40515,SK,2006,0.9331,44,1,e16_19,0.6,0,0.4,0,0.6,0.4,13.36999989,8.49317632,0
40516,SK,2006,0.7678,31,0,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40517,SK,2006,0.9615,46,1,e16_19,0.8,0,0,0.2,0.8,0.2,13.36999989,8.49317632,0
40518,SK,2006,1.1862,60,0,le15,0.5,0.5,0,0,1,0,13.36999989,8.49317632,0
40519,SK,2006,0.9055,42,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40520,SK,2006,1.2041,61,0,e16_19,0,0.333333,0.666667,0,0.333333,0.666667,13.36999989,8.49317632,0
40521,SK,2006,0.8787,40,0,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,13.36999989,8.49317632,0
40522,SK,2006,1.1005,55,1,e16_19,0.666667,0.333333,0,0,1,0,13.36999989,8.49317632,0
40523,SK,2006,1.2223,62,1,e20plus,0.25,0.75,0,0,1,0,13.36999989,8.49317632,0
40524,SK,2006,0.9908,48,0,e16_19,0.75,0,0.25,0,0.75,0.25,13.36999989,8.49317632,0
40525,SK,2006,0.9331,44,1,e20plus,1,0,0,0,1,0,13.36999989,8.49317632,0
40526,SK,2006,0.976,47,1,studying,0.666667,0,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40527,SK,2006,1.0679,53,1,e16_19,0,0.666667,0.333333,0,0.666667,0.333333,13.36999989,8.49317632,0
40528,SK,2006,0.9615,46,0,e20plus,0.5,0,0.5,0,0.5,0.5,13.36999989,8.49317632,0
40529,SK,2006,1.052,52,0,e16_19,0,1,0,0,1,0,13.36999989,8.49317632,0
40530,SK,2007,0.668,22,0,e20plus,0.2,0.4,0.4,0,0.6,0.4,11.14000034,10.83202895,0
40531,SK,2007,0.7646,31,1,e16_19,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40532,SK,2007,1.3932,71,1,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40533,SK,2007,1.1125,56,0,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40534,SK,2007,0.9432,45,1,e20plus,0.333333,0.333333,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40535,SK,2007,0.8751,40,1,e16_19,0,0,1,0,0,1,11.14000034,10.83202895,0
40536,SK,2007,1.0016,49,1,e20plus,0,0,0,0,0,0,11.14000034,10.83202895,0
40537,SK,2007,0.9432,45,1,e16_19,0,0,1,0,0,1,11.14000034,10.83202895,0
40538,SK,2007,0.7093,26,1,le15,0,0,0,0,0,0,11.14000034,10.83202895,0
40539,SK,2007,0.7201,27,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40540,SK,2007,0.8751,40,1,le15,1,0,0,0,1,0,11.14000034,10.83202895,0
40541,SK,2007,0.9867,48,0,e20plus,0.25,0.5,0.25,0,0.75,0.25,11.14000034,10.83202895,0
40542,SK,2007,0.7093,26,1,e16_19,0,0.2,0.8,0,0.2,0.8,11.14000034,10.83202895,0
40543,SK,2007,1.1637,59,1,e20plus,0,0,1,0,0,1,11.14000034,10.83202895,0
40544,SK,2007,0.6781,23,0,e16_19,1,0,0,0,1,0,11.14000034,10.83202895,0
40545,SK,2007,1.1813,60,1,e16_19,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40546,SK,2007,0.8241,36,0,e16_19,1,0,0,0,1,0,11.14000034,10.83202895,0
40547,SK,2007,0.8241,36,0,e16_19,0,0.5,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40548,SK,2007,1.0477,52,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40549,SK,2007,1.2172,62,0,e16_19,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40550,SK,2007,1.2733,65,0,e16_19,0.333333,0.333333,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40551,SK,2007,1.352,69,1,e16_19,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40552,SK,2007,0.9575,46,1,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40553,SK,2007,0.9575,46,1,studying,1,0,0,0,1,0,11.14000034,10.83202895,0
40554,SK,2007,0.8883,41,0,le15,0,0,1,0,0,1,11.14000034,10.83202895,0
40555,SK,2007,1.2172,62,0,le15,0,0,1,0,0,1,11.14000034,10.83202895,0
40556,SK,2007,1.2356,63,1,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40557,SK,2007,1.4142,72,0,e20plus,0.8,0.2,0,0,1,0,11.14000034,10.83202895,0
40558,SK,2007,0.6386,19,1,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40559,SK,2007,0.6386,19,0,e20plus,0,1,0,0,1,0,11.14000034,10.83202895,0
40560,SK,2007,1.2543,64,1,e20plus,0.5,0.5,0,0,1,0,11.14000034,10.83202895,0
40561,SK,2007,1.312,67,1,e20plus,0.75,0,0.25,0,0.75,0.25,11.14000034,10.83202895,0
40562,SK,2007,0.668,22,0,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40563,SK,2007,1.352,69,1,e20plus,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40564,SK,2007,0.8241,36,1,e16_19,0.6,0.4,0,0,1,0,11.14000034,10.83202895,0
40565,SK,2007,1.1293,57,0,studying,1,0,0,0,1,0,11.14000034,10.83202895,0
40566,SK,2007,1.0321,51,0,studying,0.5,0.5,0,0,1,0,11.14000034,10.83202895,0
40567,SK,2007,0.9432,45,1,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40568,SK,2007,0.8366,37,1,studying,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40569,SK,2007,1.0959,55,0,e20plus,0,0,0,0,0,0,11.14000034,10.83202895,0
40570,SK,2007,0.7309,28,0,studying,0.4,0.4,0.2,0,0.8,0.2,11.14000034,10.83202895,0
40571,SK,2007,1.1293,57,0,le15,0.25,0.5,0.25,0,0.75,0.25,11.14000034,10.83202895,0
40572,SK,2007,0.6483,20,0,e20plus,0.5,0.5,0,0,1,0,11.14000034,10.83202895,0
40573,SK,2007,1.5017,76,0,e20plus,1,0,0,0,1,0,11.14000034,10.83202895,0
40574,SK,2007,1.0016,49,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40575,SK,2007,0.8621,39,0,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,11.14000034,10.83202895,0
40576,SK,2007,1.7978,88,0,e20plus,0.25,0.5,0.25,0,0.75,0.25,11.14000034,10.83202895,0
40577,SK,2007,0.9017,42,0,e16_19,0,0,1,0,0,1,11.14000034,10.83202895,0
40578,SK,2007,1.0959,55,0,e16_19,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40579,SK,2007,0.6483,20,0,e16_19,0.25,0.75,0,0,1,0,11.14000034,10.83202895,0
40580,SK,2007,1.352,69,1,e16_19,1,0,0,0,1,0,11.14000034,10.83202895,0
40581,SK,2007,1.3932,71,1,le15,0.5,0,0.5,0,0.5,0.5,11.14000034,10.83202895,0
40582,SK,2007,0.8621,39,1,e20plus,0.666667,0.333333,0,0,1,0,11.14000034,10.83202895,0
40583,SK,2007,0.7532,30,0,le15,0.666667,0.333333,0,0,1,0,11.14000034,10.83202895,0
40584,SK,2007,0.6198,17,1,le15,0.25,0.75,0,0,1,0,11.14000034,10.83202895,0
40585,SK,2007,0.7761,32,1,e16_19,0,0,1,0,0,1,11.14000034,10.83202895,0
40586,SK,2007,1.825,89,1,studying,0,0,0,0,0,0,11.14000034,10.83202895,0
40587,SK,2007,1.0959,55,0,e20plus,0.666667,0.333333,0,0,1,0,11.14000034,10.83202895,0
